sentence	lable
dann sağğe hei nuoch : » Huolt väiër Emmer Water un geitet se üöwwer dat Fläisch un dei Spellern. « Un hei sağğe : » Daut dat nuoch maol ! « Un sei dääen dat .	0
Paul smeet sik hin un her op sinen Stool .	1
en Fru in de tweete Etasch ' weer vör dull bi't Reinmaken , un bi dat Remanten keem se en ' Blomenputt to nähg , dat he dat Gliekgewicht up de Finsterbank verlör un up de Strat füll .	1
„ Jä , dorümme konn ick jo ock nit kummen “ , saggte Hiärmen un genk wyier no Hius , an syine Arbeut .	0
Sterlau lee sien fine Hand in de harde Buurnfuust :	1
dao schickere Balak nuoch mäh van diän houchmüegenden Büöwersten ut .	0
dann gaffte ’ t en Ruck , un de Zug forrte los .	0
grööt Paul un segg em , he schull mi vör den Braden , den he mi verspraken hett , na ' n Karkhoff fören .	1
de Prophäit Elija wicket ne groute Dröğğde	0
as he wedder an den Weg keem , keer he sik mal üm : de ool Fru seet wedder vör eer Abendsegenbook un wisch de Ogen .	1
as me dat David mellere , freiğ hei 'ne : » Boarümme gäihs du nit nao Hus ?	0
doch Isegrim sagte dogiéger : Möihne dat Wiew te begrüßen ?	0
iék häwwe dovan sess Wunden im Koppe .	0
de Gäst harrn keen Tied , sik an ' n Disch to setten ; se vertehrn ehr Beer un Botterbrod in ' n Stahn .	1
iät ât van sinem Teller , drunk ut sinem Biäcker un schleip in sinem Schouten .	0
bi Neels Kiwitt in 't Möölnholt treed en Engel in de Döör un maak em de ganze Kaat hell , en Engel in korten beierwandschen Wiverrock , mit grise Haar un in 't schrumpelige Gesicht lütt vergnöögte Kniepogen , en platte Nees un en breden Mund , de ümmer en beetjen apen stunn as en ool versleten Wivertasch .	1
se bummeln bi em rüm as Flegen bi de Sirupskruuk un snacken un lachen un vertellen , dat he toletzt garni meer to sik sülben kamen kunn ; wenn he mal den Mund apen dee , wunnerwarken se över sien Infäll , dat he glöben müß , he weer würklich en heel basigen Keerl .	1
he snüffel in alle Ecken , överall stunk dat – ni to duren !	1
he vertell em , wat in Dörp ümgung , oder lees em de Zeitung vör un wies em op de Kaart , wo nu de Truppen in 't Quarteer legen .	1
viëlle sind dout , ouk Saul un Jonatan. « ( ... ) At David dat 'haort harre , dao teräit hei sine Kläi'er un dat dään ouk sine Lüü .	0
iëck well dat wîer riänen laoten. « Elija makere siëck op diän Padt .	0
he keem ok bi Adam int Fährhus .	1
un sou kam dat , bu dat kuëmmen moche : Äintîds saġġe se tiëger Josef : » Kuomm met in mine Stuowe un schlaope met mi ! « Josef owwer bläif stûr un faste un wäis dat Wîf af : » Min Häär hiät mi all dat , wat hei hiät , ânvertrugget un däut selwer nicks mäh in sinem Huse .	0
et krischet , schrääpet , schriket , schrecket Stäin un Bäin , schnitt in Stamm un Bark , auk mi i n't Mark .	0
im fulen Heié inbedded Fung iék dei garstige Brut un üewer un üewer beschlawwert Bit an dei Ohren met Schiét , et stank in iahrem Reviere Ar'ger as höllisket Piéck .	0
vergyet ok nit viär allen Dingen Dät schöine Laid van Laiw ’ un Luft !	0
» Gotts Loon för den groten Troost , Dierk , Gotts Loon !	1
Omri sin Suohn , dat was Ahab .	0
ok maket dat Geld Viäles strack , wat ies krumm , un iäwenso ok Viäles klauk , wat ies dumm ; owwer andrersiets ok matt et Viäles wier krumm , wat ies strack , un Mannigen wier dumm , dei was klauk .	0
dat schwîer iëck dî bî Guott , diäm Häären ! « » Wann dat sou es « , sağğe David , » dann trecke met ! « Sou tröcken Ittai , sine Mannslüü un all sine Frauen un Kinger , dei met iëhme wäären , an David vüörbî .	0
owwer Jakob wiähre af : » Du kanns selwer seihn , dat dei Kinger nit sou schnao loupen konnt .	0
sou schlütt hei dei Rede Un hei liétt wall wiénig dôtau , jo , gornix , un föll ouk Sinetwiagen dei Kiarke tehoupe .	0
» Denk an dat , wat vi uns tau'eluowet hett .	0
dann gonkg hei van iëhrem Stiärweberre nao diän Hethitern un saġġe tiëger se : » Iëck sin en Butenlänner un liäwe blouß as Gast bi ink .	0
» Dat anner finnt sik , Meister !	1
dao sağğe David : » Raupet mî Batseba wîer rin ! « Batseba kam un at iät vüör diäm Küönig stont , schwuorre hei : » Sou gewiëtt dat es , dat de Häär liäwet , bekke miëck ut aller Nout 'ereddiget hiät , vandage well ' k daun , wat iëck dî tau'eluowet hewwe : Salomo un kein anneren sall nao mî Küönig sîn ! « Batseba bochte siëck deipe un schmäit siëck vüör David dial un sağğe : » Lang liäwe min Häär , de Küönig David ! « Dann sağğe David : » Raupet mî diän Priester Zadol un diän Prophäiten Natan .	0
de Swarm stoov ut'nanner , denn dicht achter eer stunn de Buurvaagt , de tofällig von Kellnhusen kamen dee .	1
ünnerwegens awer hebbt se sik en Geschicht utdacht , wie se sülben den groten Heek fung ' harrn , un mit Handslag un en goden Sluck ut den Konjakbuddel hebbt se sik dat Verspreken geben , dat nüms dat Spill verraden schull .	1
„ Jau , iék foihere all mol Haime “ , siét de enne Frugge un gaiht .	0
van düesen gillet , wat me üöwwer Ismael 'esaġġt harre : hei liäwet 'eschedt van sinen Bröüern un harre Strît met 'ne .	0
Maria wüß nich , wo he rut wull , un eer Ogen sprungen von een to ' n annern .	1
„ Vatter , use Lisebeth well friggen .	0
sagte Bellyn , sou well iék dann gohen .	0
Trurend gong hei un klag 're viar siék un sagte dei Worde : Ach , wat kann et nu weren , min Öihme !	0
Salomo dää alles , bo dei Küönigin Lussen tau un Geneigenheit dropp harre , un hei gaffe iëhr alles , wat iëhr gefoll .	0
dann kreyg yek uop de Diär. “ Doch uese Mohn , dai Altgesell ’ , Dai lätt ne ruhig stohn Un denket bey syek : „ Frans dai söll Bey Dage häime gohn .	0
hei es dat , wat sin Namen siëtt : en ächtertückschen Däöskopp .	0
di ? « lach Dierk luut op , dat Paul sik verschraak .	1
O , de Heiloh weer smuck in eer düstergröön Sommerkleed !	1
dat is keen utasen un utlümmeln , se schimpt un schandeert nich as Paul Struck ; se grippt een merrn in 't Geweten un faat bi de Eer an , dat man de Ogen dalsleit .	1
wat dao 'eschriëwwen stäiht , dat lutt : > Mene mene tekel u-parsin < .	0
met diäm quämen drai Hären vörbi , dai säögen , dat de Piärre gengen , un fräugen den Bur : nu segget uns , bai driwet U de Piärre ?	0
dao saġġe de Häär tiëger Mose : » Iëck well nuoch äine Straofe üöwwer diän Pharao un üöwwer Ägypten brängen .	0
Anna Rolff , de ümmer so sachtmödig weer , smeet em ut sien egen Slaapstuuv !	1
Esau was en Jäger .	0
sou konnen dei Ägypters et naches nit nögger kuommen .	0
Samuel kam nao Saul un sağğe : » De Häär hiät mi daotemaolen diän Opdrağğ 'egafft , dat iëck diëck taum Küönig üöwwer sin Volk salwen sall .	0
hoi brachte sosdags dat Brät na met Wagen und Perd tau deän Luien .	0
he kümmt so gegen Abend an .	1
de Pharao sölle in diän Jaohren , bo dat Kaorn rîkleck wässet , diän fifften Däil van diäm Arn as Stüüer intrecken .	0
Üewergens truggeren de mäisten Luie diänen van der Strote nit üewern Wiäg .	0
– wedder nicks .	1
hei reger ' siék nit , iék rerde un klager ' , Reip : O , wéih mi !	0
» Is goot so , Jochen !	1
Masch an de Arwet ! « Hei dachte bi siëck : » Dat sind allt sou viëll Lüü , un dao sall iëck 'ne nuoch günnen , dat se siëck ressen konnt ? «	0
Volksvertriäer riëtten Augen un Aohren uoppen , wann hei schnutenflink un giftig de Koaliziaun affkanzelde , iähr Nickskönnen un nicksnutziget Geldverplämpern , vüörschmäit , hei , diäm keine Odder schlaug , äigene Patteifrönne afftehaltern , hei , dä graute Huoppnungkslöchte van de Oppositiaun .	0
muine Fraoge : liäwet vui iut düem daipen Grunne van uesem Liäwen ?	0
Brun , dian Bären , ernannte me ower taum Bouten .	0
» Woför hollst Du mi egentlich , Trina Suhr ?	1
de äiëste harre am ganzen Lîwe roue Häörkes , un me näumere 'ne Esau .	0
lot un sine Döchter 1 Mose/Gen .	0
doch küer ' iék dei Wohrheit .	0
so keem man fröher to brukbare un düchtige Lüd , man söch se sik un erheel se sik .	1
wäiste wat ?	0
iëck well met diäm Jungen dao roppe gaohn un bîen .	0
dat heff ik ni seggt !	1
he weer kränkli , de Fru weer still , dat Hus eensam .	1
hei stammet ut 'ner anstännigen Famillge un hei es en dapperen Kriegsmann .	0
mennigmal ward dat Spill awer dünner ; denn sünd twee von de Maten in de Porten un Dören gahn , üm den Lohn för de Kunst intotrecken .	1
et giëtt jao Lüü , becke allet en bîëttken schlimmer mâket , at et es .	0
as en Offezeer taum guoden Opdischen kuommedeerte , un et Schwiärt blank uttog un oppen Disch laggte , do hoalte dei Buer ’ ne Mistgaffel , un laggte dei ok doniäwer oppen Disch .	0
as dei Winter verbi un Louw un Blaumen un Blaiten Uns taur Fröiliékkeit raipen , frögg 're iék miék mines Geschlechtes , Dat sou kregel met mi dei schöinen Dage verliaw 're .	0
weg ! « snucker se .	1
denn hei dachte bi siëck : nu es de Mensch jüst sou 'ewouërn as Vî sind !	0
den dar mit sien grönen Haar un sien verschaten Gesicht ! «	1
dao kam de Gäist van Guott üöwwer Jiftach un Jiftach trock düör dei Giägend van Gilead un Manasse .	0
» Boarümme büs du nit fotts 'ekuommen ? « freiġ hei .	0
dat stâk diäm Potifar in de Ougen , un hei dää 'ne vüörtrecken un makere 'ne tau sinem äiërsten Deiner .	0
von föftig Penn ' as so ' n Wegwieser kann man gewiß nix seggen .	1
… et ies Guott selwers – opp diäm Grunne van ueser Siäle… dai Erinnerunge an uesen Iurgrund .	0
meyn LAIWE PLATT	0
dät Iäten un Drinken , dät Jiuchen un Danzen nehme känn Enne .	0
de Pharao wouë äösig un leit se i n't Luock stiäcken , un twaorens in dat selwe Gefängknüs , bo Josef insât .	0
aohne vam Wiägg afftewäiken , holl dat Undingen op den Jeep tau , dä anne Straote stonn , gongk dran hauge , druch ´ne tesammen un wältere ´ne platt at saun Pannekauken .	0
hei stont met siner Pak dao uowen op de Höchte .	0
sei schlöüten dei Stâdt in un nähmen se im Handstrike un dään met diän Inwüöhnern dat , wat se in Lachisch 'edaon harren .	0
Trüggebekenntnis füör diän > Führer < met Fahnewiggen un Kampfparaulen .	0
Altyd was hai drüawer ut , datte ophöarde , boa ne Sake am billigesten te krygen woer .	0
un denn hett he klagen un jammern un schrien höört , un darbi see he ümmer : ni waar , Spitz ?	1
bai sal ’ et Kind dan belui ’ en , Christioneken ?	0
duoch dei Dîerschützers gott op de Straote füör Ratten un Müüse .	0
owwer et gaffte keine Residentstâdt mäh , es gaffte üöwwerhoups keine Stâdt mäh , at sei ut diäm Zuğğ stäigen .	0
ik weet denn ni meer , wat ik do !	1
hei fongk ân met diäm öllsten Suohn vam Pharao , dä iëhm opfolgen söll , bit runner nao diäm öllsten Suohn van diäm Gefangenen , dä ächter diän Trallgen im Ramm sât .	0
nah ' n Stunns Tied kümmt de Buervagt bi uns an – wi wah ' n damals beid in Hans Siemers sin Kat – un fragt , ob wi woll disse Nach bi Eidig Posten stahn wulln .	1
awer nich hier ! «	1
Lüüd as Elsbe un Lena kunnen hier garnich opkamen , wenn man eer nix unbeseen afnemen dee un eer rechttidig to Kleed gung. « Maren spreed mit flinke Hannen en slowitt Laken över ' n Disch un sett Tassen un Töller torecht .	1
( ... ) In düese Nacht kam Guott sin Engel in dat Lager van diän Assyrern un schlauğ dao äinhunnertfîfenachzigdousend Mann dout .	0
äinmol , et was ohstiärig Wiär , Et plehstere diäl van uawen ; Äindaun , de Denst mat weren dohn , Ow ’ t nat is odder buawen .	0
» O , ein Brief von Mama ! « see he lies vör sik hin .	1
un dei Bengel schnapp 're dono .	0
un se wullen doch so geern wedder to Kräften kamen , düsse Hökerkraam weer besunners Maren heel toweddern .	1
he kunn uns de Sak mal en beten to Papier bringn .	1
Näi , sağğ ' hei , dat wäör iëhm ' viëll te düüer .	0
ne , se sökt de Wahrseggersch mit de dicke Bernsteenkeed üm den Hals un de annere mit de veelen sülwern Ringen an de Fingern ; denn een von de beiden hett een Herrn sin gollen Uhr stahln .	1
dann saġġe hei tiëger 'ne : » Häör op un lao ' van mi af .	0
awer de Ol eet in de folgenden veer Weeken bloß Smolt un Speck up't Brod .	1
langsam pedd sik en Mann lank de Strat un bög na de Hörn rin .	1
iëck hewwe Gnade 'fungen vüör dinen Ougen , wîl dat iëck am Liäwen blîwen draff , owwer in de Biärge loupen , dat kann iëck nit daun !	0
hei Sochte , Funt , Sotäierde , schräif op , Hodde .	0
dät Rezäpt , dät stong me aan .	0
de harr em een wegpafft , mal , na !	1
dann lot de Dänen men kummen , wenn dai mol met diän dicken Boimen , dai se op me Wagen het , der tüsker hogget , dann söllt se wuol läupen. “ Endlik genk et los , ower säu ärr ’ Hiärmen den eusten Schuß hor , woll hai sick op et Läupen giewen .	0
den annern Dag seggt de Kulengrawer to sine Fru : » Mudder « , seggt he , » kaak to , ik krieg Fremde van Awend. « De Fru seggt , wat dat wol vor Fremde sien sulln .	1
dat binn ' de schönste Hawern versteeken is , ahnt mennigeen nich , un wat de Buer nich weet , makt em nich heet .	1
Mennimal fungn se all an to weenn , awer Thran harrn se nich , un sin Vader sä : nu sungn se mal nüdli !	1
Klock dree weern se glücklich bet nah Rodenbek kamen .	1
nu sitt ' hei dao , bo frögger de Stresemann sat .	0
Soldaten mööt wannern , un eer Hart wannert ok , seggt en Leed .	1
de Verwandten un Nowers wören noh ’ m Begräfnis nau nit iutem Hiuse , do soggte Sette all ungedüllig op d ’ r Kammer d ’ n Slütel taum Kuffer .	0
von den Dag an weer Dien Leben aan rechten Smack , weer as en Nööt aan den söten Keern. «	1
giegen Obend stonten de Richten in oaner Reyge , dät me dran röit schoaten konn .	0
du hest de Fru unrecht daan , dat wull ik wedder goot maken .	1
Inquarteern un allerlei Kriegslasten hebbt mi rein pover un möör maakt , un nu schall ik an Utstüür un Hochtiet denken , schall buun ... «	1
de sleeswig-holsteensche Armee schull düt Jaar mal an de Spitz , Generaal Bonin sammel allens , wat en Helm droog , nu schullen sien Lüüd wisen , wat se verleden Jaar un in ' n Winter leert harrn .	1
en Klagen von ' n Hönerstall her , eerst luut , in groote Angst , denn flauer un flauer , denn noch mal een gresig Opkrischen , denn allens still – en gruliche Nacht !	1
ik bün en Frees hier von de Waterkant , un dat is mien Stolt .	1
de Buurvaagt seeg em mal drang an .	1
» Wat schull Jochen woll utkunkeluurt hebben ! « drill Marrs Voß .	1
et was weyer säu schoin un helle imme Hiuse un Hiärten – viärl te schoin föär düärse Welt !	0
Mariken müß inseen , dat se de Saak verkeert anfungen harr .	1
dat schull wol op sin Art en Spaß wesen , klung awer sunnerbar un fierlich .	1
al as Jung harr he sik meer to sinen Vader holen , de en düchtigen , flitigen Koopmann weer un wiet un siet bi lütt un groot in Anseen stunn .	1
darbi fung he denn an , sien Flint un Voßiesen to putzen , he kreeg Fischlamm un Angelschecht vun ' n Böhn , he mak Snöern un Haken torecht , he probeer an ' e Huslünken un Häven buten Hand un Flint , un am Enn verswunn he , as weer he en halben Wilden , op ganze Dag ' un ganze Nächte in de Umgegend , öwer de Heid un to Holt , na't Moor un de Lehmkuln .	1
abber alles Schängen hulp nix .	0
awer argerlich weer de Sak doch .	1
de Ruiens huilt un blieket , asse gäfte ‘ t Naut un Owäih .	0
aver bi Maria maak he ok so keen Glück ; ja , harr se em fröer ni liden mucht , nu schaam se sik üm sientwegen – he waar eer ganz toweddern .	1
owwer dann gongk dat nit mäh .	0
düese Staotsmann , diäm dat Hiärte links schlätt- , gaff diäm Stüervolk en Staut vüörn Kopp .	0
owwer de Häär was nit im Stuorme .	0
ower do konn hei siék nit im Üewerflusse betwingen , Üewermöitig fülld ' hei siék ân ; do bremms 're gewaltiék Dian geschwollenen Liew un sine Rückkehr dei Spalte .	0
et sin Au Alsou min Siegel befuahlen , un wat Ih driewet un schriewet , Bliewe sou dôn un sou schriéwen .	0
de Bäume woren näo swuart gieggen de Meärte-Sunne , dai all seyge üewer ` ne stonk .	0
mutt se dat würklich glöben , dat eer Familie von eer trüchtreden deit , sogar eer Broder Tyge ?	1
hai well sik jetzten krank doh stellen .	0
de ol Kanngeter lach , un frag em denn wat sin tweeten Sæhn harr warrn schullt , wenn he noch een hatt harr .	1
ik sä't al jümmer , so sinnig he weer , de weer ni dal to bögen .	1
Reineke dachte : wu werd et mi gohn ?	0
doch dann - upmol , bo de Pastaier mit deän Missedoanern öit der Sakristoa kam , fäng de Eärgel an te spielen .	0
düsse Stackel is to trurig , laat em lopen !	1
sou dräiwen se dat diän ganzen Naomiddagg bis tau diär Tîd , bo me dat Aowendopfer spennet .	0
